name,latitude,longitude,type
Hausawa Health Post,11.730015,9.0997309,hospital
Hausawa Health Post,11.729996,9.0996496,hospital
Hausawa Health Post,11.730104,9.0996233,hospital
Jibawa Health Post,11.782445,8.9786274,hospital
Jibawa Health Post,11.7824748,8.9787427,hospital
Jibawa Health Post,11.7823849,8.9787669,hospital
Jibawa Health Post,11.7823551,8.9786517,hospital
Jibawa Health Post,11.782445,8.9786274,hospital
Fanidau Health Post,11.8033831,9.1158065,hospital
Fanidau Health Post,11.8033952,9.1159321,hospital
Fanidau Health Post,11.8033051,9.1159412,hospital
Fanidau Health Post,11.8032929,9.1158156,hospital
Fanidau Health Post,11.8033831,9.1158065,hospital
Maimakawa Health Post,11.7964614,9.1314564,hospital
Maimakawa Health Post,11.7964767,9.13154,hospital
Maimakawa Health Post,11.7963793,9.1315586,hospital
Maimakawa Health Post,11.796364,9.131475,hospital
Maimakawa Health Post,11.7964614,9.1314564,hospital
Kazurawa Health Post,11.7719489,9.0171824,hospital
Kazurawa Health Post,11.7718486,9.0171929,hospital
Kazurawa Health Post,11.7718411,9.0171173,hospital
Kazurawa Health Post,11.7719414,9.0171068,hospital
Kazurawa Health Post,11.7719489,9.0171824,hospital
Kalahaddi Health Post,11.7205701,9.0241969,hospital
Kalahaddi Health Post,11.7206054,9.0243168,hospital
Kalahaddi Health Post,11.7205217,9.0243425,hospital
Kalahaddi Health Post,11.7204863,9.0242226,hospital
Kalahaddi Health Post,11.7205701,9.0241969,hospital
Yan Kau Health Post,11.7594837,8.9784766,hospital
Yan Kau Health Post,11.7595944,8.978471,hospital
Yan Kau Health Post,11.7596007,8.9786008,hospital
Yan Kau Health Post,11.7594899,8.9786064,hospital
Yan Kau Health Post,11.7594837,8.9784766,hospital
Kullumi Health Post,12.0315311,9.0300134,hospital
Kullumi Health Post,12.0315424,9.0302169,hospital
Kullumi Health Post,12.0314462,9.0302225,hospital
Kullumi Health Post,12.0314349,9.030019,hospital
Kullumi Health Post,12.0315311,9.0300134,hospital
Kawari Health Post,12.0075801,9.005979,hospital
Kawari Health Post,12.0075974,9.0060978,hospital
Kawari Health Post,12.0075052,9.0061119,hospital
Kawari Health Post,12.0074878,9.005993,hospital
Kawari Health Post,12.0075801,9.005979,hospital
Maigana Health Post,11.9426155,9.0008956,hospital
Maigana Health Post,11.9426932,9.0009733,hospital
Maigana Health Post,11.9426268,9.0010426,hospital
Maigana Health Post,11.9425491,9.0009648,hospital
Maigana Health Post,11.9426155,9.0008956,hospital
Chula Health Post,11.989697,8.9706542,hospital
Chula Health Post,11.9896962,8.970775,hospital
Chula Health Post,11.9896235,8.9707745,hospital
Chula Health Post,11.9896243,8.9706537,hospital
Chula Health Post,11.989697,8.9706542,hospital
Gurduba Health Post,12.021933,9.0013158,hospital
Gurduba Health Post,12.0219547,9.0014152,hospital
Gurduba Health Post,12.0217663,9.0014582,hospital
Gurduba Health Post,12.0217446,9.0013588,hospital
Gurduba Health Post,12.021933,9.0013158,hospital
Kiroro Health Post,11.9616463,9.1181063,hospital
Kiroro Health Post,11.9616767,9.1181929,hospital
Kiroro Health Post,11.9616086,9.1182178,hospital
Kiroro Health Post,11.9615783,9.1181312,hospital
Kiroro Health Post,11.9616463,9.1181063,hospital
